5	0.3733	0.3120
10	0.4052	0.3610
15	0.4437	0.3973
20	0.4685	0.4190
25	0.4862	0.4324
30	0.5043	0.4520
35	0.5296	0.4700
40	0.5511	0.4890
45	0.5659	0.5004
50	0.5801	0.5122

126e-FKfjsYqnhJTNCgmzw 1	1.0000 1.0000 | 1.0000 1.0000 | 0.9958 0.9333 | 0.9976 0.9500 | 0.9969 0.9600 | 0.9958 0.9333 | 0.9969 0.9429 | 0.9988 0.9750 | 0.9985 0.9778 | 0.9988 0.9800 | 
126e-FKfjsYqnhJTNCgmzw 2	1.0000 1.0000 | 0.9809 0.9000 | 1.0000 1.0000 | 1.0000 1.0000 | 0.9867 0.8800 | 0.9989 0.9667 | 0.9949 0.9714 | 0.9975 0.9750 | 0.9967 0.9556 | 0.9914 0.9600 | 
126e-FKfjsYqnhJTNCgmzw 3	1.0000 1.0000 | 1.0000 1.0000 | 1.0000 1.0000 | 1.0000 1.0000 | 0.9957 0.9600 | 0.9970 0.9667 | 0.9977 0.9714 | 0.9983 0.9750 | 0.9986 0.9778 | 0.9989 0.9800 | 
126e-FKfjsYqnhJTNCgmzw 4	0.9429 0.8000 | 0.9833 0.9000 | 0.9922 0.9333 | 0.9887 0.9000 | 0.9957 0.9600 | 0.9957 0.9667 | 0.9967 0.9714 | 1.0000 1.0000 | 0.9971 0.9556 | 0.9979 0.9800 | 
126e-FKfjsYqnhJTNCgmzw 5	1.0000 1.0000 | 0.9909 0.9000 | 0.9958 0.9333 | 0.9951 0.9500 | 0.9952 0.9600 | 0.9967 0.9667 | 0.9975 0.9714 | 0.9976 0.9500 | 0.9956 0.9556 | 0.9920 0.9600 | 
126e-FKfjsYqnhJTNCgmzw 6	1.0000 1.0000 | 1.0000 1.0000 | 1.0000 1.0000 | 0.9951 0.9500 | 0.9969 0.9600 | 0.9989 0.9667 | 0.9949 0.9714 | 0.9988 0.9750 | 0.9985 0.9778 | 0.9962 0.9800 | 
126e-FKfjsYqnhJTNCgmzw 7	1.0000 1.0000 | 0.9452 0.8000 | 1.0000 1.0000 | 1.0000 1.0000 | 0.9970 0.9600 | 0.9970 0.9667 | 1.0000 1.0000 | 0.9940 0.9250 | 0.9971 0.9556 | 0.9962 0.9600 | 
126e-FKfjsYqnhJTNCgmzw 8	1.0000 1.0000 | 1.0000 1.0000 | 0.9958 0.9333 | 0.9930 0.9500 | 1.0000 1.0000 | 0.9989 0.9667 | 0.9992 0.9714 | 0.9988 0.9750 | 1.0000 1.0000 | 0.9992 0.9800 | 
126e-FKfjsYqnhJTNCgmzw 9	1.0000 1.0000 | 1.0000 1.0000 | 1.0000 1.0000 | 1.0000 1.0000 | 0.9952 0.9600 | 1.0000 1.0000 | 0.9992 0.9714 | 1.0000 1.0000 | 1.0000 1.0000 | 1.0000 1.0000 | 
5BOQD3vcS7mjiB9pbN_fyA 0	0.3382 0.2000 | 0.4407 0.3000 | 0.6832 0.5333 | 0.7184 0.6500 | 0.7670 0.6800 | 0.8203 0.7333 | 0.8690 0.8000 | 0.8944 0.8250 | 0.9071 0.8222 | 0.9045 0.8000 | 
5BOQD3vcS7mjiB9pbN_fyA 1	0.3374 0.2000 | 0.5875 0.4000 | 0.7450 0.6000 | 0.7331 0.6500 | 0.8151 0.6800 | 0.8417 0.7333 | 0.8731 0.7143 | 0.8792 0.7500 | 0.8958 0.7778 | 0.9081 0.8000 | 
5BOQD3vcS7mjiB9pbN_fyA 2	0.6582 0.6000 | 0.6624 0.6000 | 0.7781 0.6667 | 0.8323 0.7000 | 0.8537 0.7600 | 0.8623 0.8000 | 0.8898 0.7714 | 0.8894 0.7750 | 0.8906 0.7778 | 0.9052 0.8000 | 
5BOQD3vcS7mjiB9pbN_fyA 3	1.0000 1.0000 | 0.8963 0.8000 | 0.9232 0.8667 | 0.9055 0.8500 | 0.8403 0.7200 | 0.8423 0.7333 | 0.8648 0.7429 | 0.8782 0.7750 | 0.8845 0.7778 | 0.8904 0.7800 | 
5BOQD3vcS7mjiB9pbN_fyA 4	0.6267 0.6000 | 0.7694 0.7000 | 0.6704 0.5333 | 0.7003 0.6000 | 0.7577 0.6400 | 0.7836 0.6667 | 0.8021 0.6857 | 0.8064 0.6500 | 0.8281 0.6889 | 0.8409 0.7400 | 
5BOQD3vcS7mjiB9pbN_fyA 5	0.5712 0.4000 | 0.7786 0.7000 | 0.8167 0.7333 | 0.8424 0.7500 | 0.8484 0.8000 | 0.8632 0.7333 | 0.8672 0.7714 | 0.8811 0.7750 | 0.8913 0.8000 | 0.9111 0.8200 | 
5BOQD3vcS7mjiB9pbN_fyA 6	0.5312 0.4000 | 0.6378 0.5000 | 0.7052 0.6000 | 0.7589 0.7000 | 0.8327 0.7600 | 0.8417 0.7667 | 0.8597 0.7714 | 0.8788 0.8000 | 0.8822 0.8000 | 0.9017 0.8200 | 
5BOQD3vcS7mjiB9pbN_fyA 7	0.6384 0.6000 | 0.7761 0.7000 | 0.8303 0.7333 | 0.8366 0.7000 | 0.8586 0.7200 | 0.8214 0.7000 | 0.8337 0.7143 | 0.8816 0.7750 | 0.8937 0.8000 | 0.9015 0.8000 | 
5BOQD3vcS7mjiB9pbN_fyA 8	0.8762 0.6000 | 0.7060 0.6000 | 0.8116 0.6667 | 0.8245 0.7000 | 0.7850 0.6800 | 0.8603 0.6667 | 0.8649 0.7143 | 0.8955 0.7500 | 0.9036 0.7778 | 0.8898 0.7800 | 
5BOQD3vcS7mjiB9pbN_fyA 9	0.7476 0.6000 | 0.8317 0.7000 | 0.8472 0.8000 | 0.8967 0.8000 | 0.8855 0.7600 | 0.8730 0.8000 | 0.8606 0.7143 | 0.8672 0.7000 | 0.8656 0.7111 | 0.8854 0.7400 | 
Cy5kcBX2oWFpNV9B1h8WDQ 0	0.1381 0.2000 | 0.1277 0.1000 | 0.1228 0.1333 | 0.1963 0.2500 | 0.1988 0.2000 | 0.2084 0.2333 | 0.3251 0.3143 | 0.3877 0.3000 | 0.3640 0.3111 | 0.4208 0.4000 | 
Cy5kcBX2oWFpNV9B1h8WDQ 1	0.0301 0.0000 | 0.0668 0.0000 | 0.1346 0.1333 | 0.1675 0.1500 | 0.1612 0.2400 | 0.1953 0.2333 | 0.2261 0.2571 | 0.3060 0.3000 | 0.3423 0.4222 | 0.3432 0.4000 | 
Cy5kcBX2oWFpNV9B1h8WDQ 2	0.0609 0.0000 | 0.0769 0.1000 | 0.1379 0.1333 | 0.1627 0.1500 | 0.1670 0.1600 | 0.1859 0.1333 | 0.2439 0.2286 | 0.2676 0.2000 | 0.2734 0.2889 | 0.2804 0.3200 | 
Cy5kcBX2oWFpNV9B1h8WDQ 3	0.0891 0.0000 | 0.0882 0.1000 | 0.0736 0.0667 | 0.1040 0.1000 | 0.1496 0.1200 | 0.1502 0.1000 | 0.2027 0.2286 | 0.2125 0.2500 | 0.2815 0.3778 | 0.2766 0.3200 | 
Cy5kcBX2oWFpNV9B1h8WDQ 4	0.0675 0.0000 | 0.1004 0.0000 | 0.1126 0.0667 | 0.1747 0.2000 | 0.1686 0.2000 | 0.2090 0.2333 | 0.2602 0.2571 | 0.2653 0.2750 | 0.3220 0.3111 | 0.3098 0.3800 | 
Cy5kcBX2oWFpNV9B1h8WDQ 5	0.1492 0.2000 | 0.0598 0.0000 | 0.0789 0.0667 | 0.0898 0.1000 | 0.1436 0.1200 | 0.1581 0.1667 | 0.1512 0.2000 | 0.2096 0.2250 | 0.2507 0.2889 | 0.2648 0.2800 | 
Cy5kcBX2oWFpNV9B1h8WDQ 6	0.0422 0.0000 | 0.0681 0.0000 | 0.1770 0.1333 | 0.1883 0.2500 | 0.2105 0.2000 | 0.2410 0.2667 | 0.2615 0.2857 | 0.2951 0.3000 | 0.3560 0.2667 | 0.3722 0.3400 | 
Cy5kcBX2oWFpNV9B1h8WDQ 7	0.0693 0.0000 | 0.1092 0.2000 | 0.1141 0.1333 | 0.1762 0.1000 | 0.1874 0.0800 | 0.2016 0.1667 | 0.2308 0.2000 | 0.2464 0.3500 | 0.2967 0.2667 | 0.3673 0.3600 | 
Cy5kcBX2oWFpNV9B1h8WDQ 8	0.1293 0.0000 | 0.1693 0.1000 | 0.1739 0.2000 | 0.1558 0.2000 | 0.1799 0.1600 | 0.2610 0.3333 | 0.3440 0.3429 | 0.2811 0.3250 | 0.2900 0.3111 | 0.3783 0.3400 | 
Cy5kcBX2oWFpNV9B1h8WDQ 9	0.3505 0.2000 | 0.1390 0.1000 | 0.1604 0.2667 | 0.1857 0.2000 | 0.2342 0.2000 | 0.2296 0.2000 | 0.2761 0.2000 | 0.2344 0.2250 | 0.2243 0.2889 | 0.3668 0.4000 | 
5QdmChzxl35VXiKBPGpNnA 0	0.0000 0.0000 | 0.2540 0.1000 | 0.3240 0.2667 | 0.3337 0.1500 | 0.3244 0.2000 | 0.3077 0.1667 | 0.3682 0.2286 | 0.3934 0.2500 | 0.4856 0.3556 | 0.5743 0.4600 | 
5QdmChzxl35VXiKBPGpNnA 1	0.0484 0.0000 | 0.0590 0.0000 | 0.0649 0.0667 | 0.2454 0.1500 | 0.3547 0.3600 | 0.4072 0.4000 | 0.4569 0.3714 | 0.5191 0.4250 | 0.4782 0.3556 | 0.4804 0.3400 | 
5QdmChzxl35VXiKBPGpNnA 2	0.0774 0.0000 | 0.0650 0.1000 | 0.0988 0.0667 | 0.3836 0.3000 | 0.4125 0.3200 | 0.4393 0.3333 | 0.4515 0.3429 | 0.5017 0.3250 | 0.5415 0.3333 | 0.5659 0.3400 | 
5QdmChzxl35VXiKBPGpNnA 3	0.1897 0.2000 | 0.1488 0.3000 | 0.2396 0.2000 | 0.3511 0.2000 | 0.3609 0.2400 | 0.4552 0.3667 | 0.5067 0.3714 | 0.5592 0.3750 | 0.5457 0.4222 | 0.5476 0.4000 | 
5QdmChzxl35VXiKBPGpNnA 4	0.3176 0.2000 | 0.2334 0.3000 | 0.3260 0.3333 | 0.3666 0.3000 | 0.5128 0.3200 | 0.4768 0.4000 | 0.4954 0.3429 | 0.5211 0.3500 | 0.5546 0.4000 | 0.5857 0.4200 | 
5QdmChzxl35VXiKBPGpNnA 5	0.1474 0.0000 | 0.1789 0.1000 | 0.2346 0.2667 | 0.2905 0.3000 | 0.3192 0.3200 | 0.2635 0.2333 | 0.3824 0.3143 | 0.5507 0.3750 | 0.5298 0.4444 | 0.5496 0.4200 | 
5QdmChzxl35VXiKBPGpNnA 6	0.0871 0.0000 | 0.2053 0.3000 | 0.2982 0.2000 | 0.2431 0.2000 | 0.2697 0.2800 | 0.3720 0.3000 | 0.4095 0.3714 | 0.5782 0.4000 | 0.5860 0.4444 | 0.5788 0.3800 | 
5QdmChzxl35VXiKBPGpNnA 7	0.4963 0.4000 | 0.2337 0.2000 | 0.2750 0.2000 | 0.3207 0.2500 | 0.4205 0.3200 | 0.4426 0.3000 | 0.4232 0.3143 | 0.4616 0.3250 | 0.4796 0.3556 | 0.5125 0.3000 | 
5QdmChzxl35VXiKBPGpNnA 8	0.1104 0.0000 | 0.2332 0.1000 | 0.2105 0.1333 | 0.2468 0.1500 | 0.3012 0.2800 | 0.2827 0.2333 | 0.3577 0.2857 | 0.3958 0.2500 | 0.3804 0.2667 | 0.4423 0.3200 | 
5QdmChzxl35VXiKBPGpNnA 9	0.1547 0.2000 | 0.2628 0.3000 | 0.5144 0.4667 | 0.4924 0.4500 | 0.5122 0.4400 | 0.6353 0.5333 | 0.6446 0.4571 | 0.6028 0.4250 | 0.5798 0.4222 | 0.5462 0.4000 | 
wlJtERlYdDqCxXsW7zo_fQ 0	0.1147 0.0000 | 0.0989 0.2000 | 0.1265 0.2000 | 0.1678 0.2500 | 0.1650 0.2000 | 0.1794 0.2667 | 0.2498 0.2571 | 0.2466 0.2500 | 0.2508 0.2444 | 0.2499 0.2400 | 
wlJtERlYdDqCxXsW7zo_fQ 1	0.0349 0.0000 | 0.1315 0.1000 | 0.1409 0.1333 | 0.2707 0.2000 | 0.3383 0.3200 | 0.3319 0.3333 | 0.3655 0.3429 | 0.2448 0.2750 | 0.2425 0.2889 | 0.2913 0.3000 | 
wlJtERlYdDqCxXsW7zo_fQ 2	0.1225 0.2000 | 0.1677 0.2000 | 0.1635 0.1333 | 0.1727 0.1000 | 0.2398 0.3200 | 0.2541 0.2667 | 0.2684 0.2857 | 0.3331 0.3250 | 0.4117 0.3778 | 0.4272 0.4000 | 
wlJtERlYdDqCxXsW7zo_fQ 3	0.0601 0.0000 | 0.1380 0.2000 | 0.1933 0.2667 | 0.2121 0.3000 | 0.2808 0.2800 | 0.3178 0.4000 | 0.3401 0.4000 | 0.3804 0.3750 | 0.3377 0.3556 | 0.3641 0.4000 | 
wlJtERlYdDqCxXsW7zo_fQ 4	0.0551 0.0000 | 0.1111 0.1000 | 0.1540 0.2667 | 0.2209 0.3500 | 0.1827 0.2000 | 0.2255 0.2333 | 0.2767 0.2857 | 0.2933 0.3250 | 0.3947 0.3778 | 0.4521 0.4400 | 
wlJtERlYdDqCxXsW7zo_fQ 5	0.0269 0.0000 | 0.0672 0.1000 | 0.0682 0.0667 | 0.1590 0.2500 | 0.2014 0.2000 | 0.2318 0.2333 | 0.2622 0.2571 | 0.3213 0.3250 | 0.3049 0.3111 | 0.3725 0.3000 | 
wlJtERlYdDqCxXsW7zo_fQ 6	0.1427 0.2000 | 0.2607 0.2000 | 0.2597 0.3333 | 0.3068 0.3000 | 0.3423 0.3200 | 0.3907 0.3667 | 0.4164 0.4000 | 0.4528 0.3750 | 0.4516 0.3556 | 0.4323 0.4200 | 
wlJtERlYdDqCxXsW7zo_fQ 7	0.0721 0.2000 | 0.1202 0.2000 | 0.2261 0.2000 | 0.2317 0.2500 | 0.2105 0.2400 | 0.2362 0.2667 | 0.2384 0.2857 | 0.2703 0.2750 | 0.3256 0.3111 | 0.3259 0.3400 | 
wlJtERlYdDqCxXsW7zo_fQ 8	0.0551 0.0000 | 0.1306 0.2000 | 0.2130 0.2000 | 0.2148 0.2000 | 0.2511 0.1600 | 0.4243 0.4000 | 0.3798 0.3143 | 0.3882 0.3750 | 0.4425 0.3556 | 0.4423 0.3600 | 
wlJtERlYdDqCxXsW7zo_fQ 9	0.0726 0.0000 | 0.1596 0.2000 | 0.2397 0.2667 | 0.2960 0.3000 | 0.3300 0.3200 | 0.3385 0.3000 | 0.2966 0.2571 | 0.3236 0.3750 | 0.3887 0.4444 | 0.4261 0.4000 | 
V59pbEBbhfjiG-eu5DjYQA 0	0.5311 0.6000 | 0.2259 0.3000 | 0.3125 0.2000 | 0.3389 0.2000 | 0.3133 0.2400 | 0.3301 0.2000 | 0.3618 0.2286 | 0.3638 0.2750 | 0.4503 0.2889 | 0.4321 0.3000 | 
V59pbEBbhfjiG-eu5DjYQA 1	0.0492 0.0000 | 0.0935 0.1000 | 0.2613 0.1333 | 0.2056 0.2000 | 0.2302 0.2000 | 0.2303 0.2333 | 0.3100 0.2571 | 0.3924 0.2750 | 0.3713 0.2667 | 0.4394 0.3200 | 
